ยุทธศาสตร์,แผนแม่บท,แผนงาน,หน่วยรับงบใหญ่,หน่วยรับงบย่อย,หน่วยรับงบย่อย_clean,ผลผลิต/โครงการ,งบประมาณ (ล้านบาท),document,page
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"กระทรวงการคลัง 299,335.2553 บาท","สำนักงานบริหารหนี้สาธารณะ 299,335.2553 บาท",สำนักงานบริหารหนี้สาธารณะ,"โครงการ : การบริหารการชำระหนี้ของรัฐบาล 299,335.2553 บาท",299335.2553,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,กระทรวงอุตสาหกรรม 350.0000 บาท,สำนักงานคณะกรรมการอ้อยและน้ำตาลทราย 350.0000 บาท,สำนักงานคณะกรรมการอ้อยและน้ำตาลทราย,ผลผลิต : โครงการให้ความช่วยเหลือและแก้ไขปัญหาความเดือดร้อนของชาวไร่อ้อย 350.0000 บาท,350,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท",การเคหะแห่งชาติ 67.4500 บาท,การเคหะแห่งชาติ,โครงการ : โครงการชดเชยดอกเบี้ยเพื่อการพัฒนาที่อยู่อาศัย 67.4500 บาท,67.45,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย 9,521.0975 บาท",การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย,"โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างรถไฟฟ้ามหานครสายเฉลิมรัชมงคล 2,582.4607 บาท",2582.4607,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย 9,521.0975 บาท",การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย,โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างโครงการรถไฟฟ้าสายสีม่วง ช่วงบางใหญ่-บางซื่อ 602.8530 บาท,602.853,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย 9,521.0975 บาท",การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย,โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างโครงการรถไฟฟ้าสายสีเขียว ช่วงแบริ่ง-สมุทรปราการ 2.3929 บาท,2.3929,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย 9,521.0975 บาท",การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย,"โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างโครงการรถไฟฟ้าสายสีน้าเงิน ช่วงหัวลำโพง - บางแคและช่วงบางซื่อ - ท่าพระ 1,940.9020 บาท",1940.902,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย 9,521.0975 บาท",การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย,โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้าง โครงการรถไฟฟ้าสายสีม่วง ช่วงเตาปูน - ราษฎร์บูรณะ 673.6833 บาท,673.6833,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย 9,521.0975 บาท",การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย,"โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างโครงการรถไฟฟ้าสายสีเขียว ช่วงหมอชิต-สะพานใหม่ - คูคต 1,785.5432 บาท",1785.5432,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย 9,521.0975 บาท",การรถไฟฟ้ำขนส่งมวลชนแห่งประเทศไทย,"โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างโครงการรถไฟฟ้าสายสีส้ม ช่วงศูนย์วัฒนธรรม-มีนบุรี 1,933.2624 บาท",1933.2624,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างโครงการพัฒนาระบบการขนส่ง ทางรถไฟสายตะวันออก (พญาไท-ท่าอากาศยานสุวรรณภูมิ) 407.2176 บาท,407.2176,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,"โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างโครงการระบบขนส่งมวลชน ทางรางในพื้นที่กรุงเทพมหานครและปริมณฑล ช่วงบางซื่อ-รังสิต 3,478.4611 บาท",3478.4611,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการชำระหนี้เงินกู้สำหรับก่อสร้างทางคู่ในเส้นทางรถไฟ สายชายฝั่งทะเลตะวันออก ช่วงฉะเชิงเทรา-คลองสิบเก้า-แก่งคอย 211.4890 บาท,211.489,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการชำระหนี้เงินกู้สำหรับโครงการก่อสร้างรถไฟทางคู่ ช่วงลพบุรี - ปากน้าโพ 429.3796 บาท,429.3796,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการการชำระหนี้เงินกู้สำหรับโครงการก่อสร้างรถไฟ สายบ้านไผ่ - มหาสารคาม - ร้อยเอ็ด - มุกดาหาร - นครพนม 302.0947 บาท,302.0947,1703581990_2601.pdf,277
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการการชำระหนี้เงินกู้สำหรับโครงการก่อสร้างรถไฟทางคู่ ช่วงชุมทางถนนจิระ - ขอนแก่น 573.3184 บาท,573.3184,1703581990_2601.pdf,278
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการการชำระหนี้เงินกู้สำหรับโครงการก่อสร้างรถไฟทางคู่ ช่วงมาบกะเบา - ชุมทางถนนจิระ 462.0254 บาท,462.0254,1703581990_2601.pdf,278
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการการชำระหนี้เงินกู้สำหรับโครงการก่อสร้างทางรถไฟ สายเด่นชัย - เชียงราย - เชียงของ 279.7276 บาท,279.7276,1703581990_2601.pdf,278
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,โครงการ : โครงการชำระหนี้เงินกู้สำหรับโครงการความร่วมมือระหว่างรัฐบาล แห่งราชอาณาจักรไทยและรัฐบาลแห่งสาธารณรัฐประชาชนจีนในการพัฒนาระบบ รถไฟความเร็วสูงเพื่อเชื่อมโยงภูมิภาคช่วงกรุงเทพมหานคร - หนองคาย (ระยะที่ 1 ช่วงกรุงเทพมหานคร - นครราชสีมา) 962.2690 บาท,962.269,1703581990_2601.pdf,278
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","การรถไฟแห่งประเทศไทย 9,177.0204 บาท",การรถไฟแห่งประเทศไทย,"โครงการ : โครงการชำระหนี้เงินกู้สำหรับโครงการก่อสร้างรถไฟทางคู่ ช่วงนครปฐม - ชุมพร 2,071.0380 บาท",2071.038,1703581990_2601.pdf,278
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร 25,316.5577 บาท",ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร,"โครงการ : โครงการรับจำนำผลผลิตการเกษตร (แหล่งเงินกู้กระทรวงการคลังจัดหา) 25,316.5577 บาท",25316.5577,1703581990_2601.pdf,278
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารจัดการหนี้ภาครัฐ,"รัฐวิสาหกิจ 46,694.8130 บาท","องค์การขนส่งมวลชนกรุงเทพ 2,612.6874 บาท",องค์การขนส่งมวลชนกรุงเทพ,"โครงการ : โครงการชำระหนี้เงินกู้เพื่อเสริมสภาพคล่องทางการเงิน 2,612.6874 บาท",2612.6874,1703581990_2601.pdf,278
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารเพื่อรองรับกรณีฉุกเฉินหรือจำเป็น,"งบกลาง 99,300.0000 บาท","งบกลาง 99,300.0000 บาท",งบกลาง,ผลผลิต : เงินชดเชยค่างานสิ่งก่อสร้าง 800.0000 บาท,800,1703581990_2601.pdf,276
ยุทธศาสตร์ด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการภาครัฐ,แผนแม่บทฯ:กฎหมายและกระบวนการยุติธรรม,แผนงานบริหารเพื่อรองรับกรณีฉุกเฉินหรือจำเป็น,"งบกลาง 99,300.0000 บาท","งบกลาง 99,300.0000 บาท",งบกลาง,"โครงการ : เงินสำรองจ่ายเพื่อกรณีฉุกเฉินหรือจำเป็น 98,500.0000 บาท",98500,1703581990_2601.pdf,276
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"สำนักนายกรัฐมนตรี 1,416.9478 บาท",สำนักข่าวกรองแห่งชาติ 466.1861 บาท,สำนักข่าวกรองแห่งชาติ,โครงการ : รายการค่าใช้จ่ายบุคลากรภาครัฐ รักษาความสงบเรียบร้อยภายในประเทศ 466.1861 บาท,466.1861,1703581990_2601.pdf,47
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"สำนักนายกรัฐมนตรี 1,416.9478 บาท",สำนักงานสภาความมั่นคงแห่งชาติ 76.3021 บาท,สำนักงานสภาความมั่นคงแห่งชาติ,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ รักษาความสงบเรียบร้อยภายในประเทศ 76.3021 บาท,76.3021,1703581990_2601.pdf,47
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"สำนักนายกรัฐมนตรี 1,416.9478 บาท",กองอำนวยการรักษาความมั่นคงภายในราชอาณาจักร 773.3974 บาท,กองอำนวยการรักษาความมั่นคงภายในราชอาณาจักร,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ รักษาความสงบเรียบร้อยภายในประเทศ 773.3974 บาท,773.3974,1703581990_2601.pdf,47
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"สำนักนายกรัฐมนตรี 1,416.9478 บาท",ศูนย์อำนวยการรักษาผลประโยชน์ของชาติทางทะเล 43.0466 บาท,ศูนย์อำนวยการรักษาผลประโยชน์ของชาติทางทะเล,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ รักษาความสงบเรียบร้อยภายในประเทศ 43.0466 บาท,43.0466,1703581990_2601.pdf,47
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"สำนักนายกรัฐมนตรี 1,416.9478 บาท",สำนักงานคณะกรรมการการรักษาความมั่นคงปลอดภัยไซเบอร์แห่งชาติ 58.0156 บาท,สำนักงานคณะกรรมการการรักษาความมั่นคงปลอดภัยไซเบอร์แห่งชาติ,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ 58.0156 บาท,58.0156,1703581990_2601.pdf,47
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงกลาโหม 109,164.4204 บาท","สำนักงานปลัดกระทรวงกลาโหม 4,131.0040 บาท",สำนักงานปลัดกระทรวงกลาโหม,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ เสริมสร้างศักยภาพการป้องกันประเทศ 4,131.0040 บาท",4131.004,1703581990_2601.pdf,47
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงกลาโหม 109,164.4204 บาท","กองทัพบก 61,632.9190 บาท",กองทัพบก,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ เสริมสร้างศักยภาพการป้องกันประเทศ 61,632.9190 บาท",61632.919,1703581990_2601.pdf,47
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงกลาโหม 109,164.4204 บาท","กองทัพเรือ 21,266.6901 บาท",กองทัพเรือ,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ เสริมสร้างศักยภาพการป้องกันประเทศ 21,266.6901 บาท",21266.6901,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงกลาโหม 109,164.4204 บาท","กองทัพอากาศ 14,498.9943 บาท",กองทัพอากาศ,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ เสริมสร้างศักยภาพการป้องกันประเทศ 14,498.9943 บาท",14498.9943,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงกลาโหม 109,164.4204 บาท","กองบัญชาการกองทัพไทย 7,353.1011 บาท",กองบัญชาการกองทัพไทย,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ เสริมสร้างศักยภาพการป้องกันประเทศ 7,353.1011 บาท",7353.1011,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงกลาโหม 109,164.4204 บาท",สถาบันเทคโนโลยีป้องกันประเทศ 281.7119 บาท,สถาบันเทคโนโลยีป้องกันประเทศ,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ เสริมสร้างศักยภาพการป้องกันประเทศ 281.7119 บาท,281.7119,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงการต่างประเทศ 3,924.8814 บาท","สำนักงานปลัดกระทรวงการต่างประเทศ 3,924.8814 บาท",สำนักงานปลัดกระทรวงการต่างประเทศ,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ พัฒนาความร่วมมือด้านต่างประเทศ สร้างและรักษาผลประโยชน์ชาติ 3,924.8814 บาท",3924.8814,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม 128.1138 บาท,สำนักงานปรมาณูเพื่อสันติ 128.1138 บาท,สำนักงานปรมาณูเพื่อสันติ,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ (ด้านความมั่นคง) 128.1138 บาท,128.1138,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,กระทรวงพาณิชย์ 109.6543 บาท,กรมเจรจาการค้าระหว่างประเทศ 109.6543 บาท,กรมเจรจาการค้าระหว่างประเทศ,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ พัฒนาประสิทธิภาพและมูลค่าเพิ่ม ของภาคการผลิต บริการ การค้า และการลงทุน 109.6543 บาท,109.6543,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"กระทรวงมหาดไทย 1,389.7810 บาท","กรมป้องกันและบรรเทาสาธารณภัย 1,389.7810 บาท",กรมป้องกันและบรรเทาสาธารณภัย,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ จัดการผลกระทบจากการเปลี่ยนแปลง สภาวะภูมิอากาศ และภัยพิบัติ 1,389.7810 บาท",1389.781,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,กระทรวงยุติธรรม 700.3577 บาท,สำนักงานคณะกรรมการป้องกันและปราบปรามยาเสพติด 700.3577 บาท,สำนักงานคณะกรรมการป้องกันและปราบปรามยาเสพติด,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ป้องกัน ปราบปราม และบำบัดรักษาผู้ติดยาเสพติด 700.3577 บาท,700.3577,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้ การควบคุมดูแลของนายกรัฐมนตรี 85,667.6727 บาท",ศูนย์อำนวยการบริหารจังหวัดชายแดนภาคใต้ 116.9784 บาท,ศูนย์อำนวยการบริหารจังหวัดชายแดนภาคใต้,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ขับเคลื่อนการแก้ไขปัญหาจังหวัดชายแดนภาคใต้ 116.9784 บาท,116.9784,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้ การควบคุมดูแลของนายกรัฐมนตรี 85,667.6727 บาท","สำนักงานตำรวจแห่งชาติ 85,240.5590 บาท",สำนักงานตำรวจแห่งชาติ,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ปฏิรูปกฎหมายและพัฒนากระบวนการยุติธรรม 85,240.5590 บาท",85240.559,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้ การควบคุมดูแลของนายกรัฐมนตรี 85,667.6727 บาท",สำนักงานป้องกันและปราบปรามการฟอกเงิน 310.1353 บาท,สำนักงานป้องกันและปราบปรามการฟอกเงิน,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ รักษาความสงบเรียบร้อยภายในประเทศ 310.1353 บาท,310.1353,1703581990_2601.pdf,48
ยุทธศาสตร์ด้านความมั่นคง,แผนแม่บทฯ:การต่างประเทศ,แผนงานบุคลากรภาครัฐ,"หน่วยงานขององค์กรอิสระและองค์กรอัยการ 1,570.3139 บาท","สำนักงานคณะกรรมการการเลือกตั้ง 1,570.3139 บาท",สำนักงานคณะกรรมการการเลือกตั้ง,"ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ การจัดการของรัฐสภา ศาล และหน่วยงานอิสระของรัฐ 1,570.3139 บาท",1570.3139,1703581990_2601.pdf,49
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานบุคลากรภาครัฐ,สำนักนายกรัฐมนตรี 702.4343 บาท,สำนักงานคณะกรรมการส่งเสริมการลงทุน 311.1990 บาท,สำนักงานคณะกรรมการส่งเสริมการลงทุน,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ พัฒนาประสิทธิภาพและมูลค่าเพิ่ม ของภาคการผลิต บริการ การค้า และการลงทุน 311.1990 บาท,311.199,1703581990_2601.pdf,108
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานบุคลากรภาครัฐ,สำนักนายกรัฐมนตรี 702.4343 บาท,ราชวิทยาลัยจุฬาภรณ์ 52.9374 บาท,ราชวิทยาลัยจุฬาภรณ์,ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ ด้านการสร้างความสามารถในการแข่งขัน 52.9374 บาท,52.9374,1703581990_2601.pdf,108
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานบุคลากรภาครัฐ,สำนักนายกรัฐมนตรี 702.4343 บาท,สำนักงานพัฒนาพิงคนคร (องค์การมหาชน) 83.0737 บาท,สำนักงานพัฒนาพิงคนคร (องค์การมหาชน),ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ สร้างรายได้จากการท่องเที่ยวและบริการ 83.0737 บาท,83.0737,1703581990_2601.pdf,108
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานบุคลากรภาครัฐ,สำนักนายกรัฐมนตรี 702.4343 บาท,สำนักงานส่งเสริมการจัดประชุมและนิทรรศการ (องค์การมหาชน) 168.5617 บาท,สำนักงานส่งเสริมการจัดประชุมและนิทรรศการ (องค์การมหาชน),ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐพัฒนาประสิทธิภาพและมูลค่าเพิ่ม ของภาคการผลิต บริการ การค้า และการลงทุน 168.5617 บาท,168.5617,1703581990_2601.pdf,108
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานบุคลากรภาครัฐ,สำนักนายกรัฐมนตรี 702.4343 บาท,สำนักงานส่งเสริมเศรษฐกิจสร้างสรรค์ (องค์การมหาชน) 86.6625 บาท,สำนักงานส่งเสริมเศรษฐกิจสร้างสรรค์ (องค์การมหาชน),ผลผลิต : รายการค่าใช้จ่ายบุคลากรภาครัฐ 86.6625 บาท,86.6625,1703581990_2601.pdf,108
